job_id;date;job_title;profession_isco_code;advertiser_name;full_text
40c50378969d4e47a4970bccda4b5a3d;2019-04-03;Eisenbahner/in - Betriebsdienst - Lokführer und Transport;8311;ITB Industrietransport- gesellschaft mbH Brandenburg;"  10000-1168743157-S

  Lokführer/in

  Eisenbahner/in - Betriebsdienst - Lokführer und Transport

  VOLLZEIT

  14770

  Brandenburg an der Havel

  Brandenburg

  2019-01-22

  Rangierbetrieb

  Streckenüberwachung

  Schienenverkehr

  BEFRISTET

  Als mittelständisches Unternehmen erbringen wir für unsere anspruchsvollen Kunden Leistungen in der Güterwageninstandhaltung, der Rangiertechnik und der Leit- und Sicherungstechnik für Eisenbahnen. Wir verfügen über ca. 80 km eigene Gleisanlagen, setzen diese instand und erweitern kontinuierlich. Als Lokführer/in übernehmen Sie sehr interessante Aufgaben sowohl bei der zielgerichteten Zuführung von Güterwagen zur Instandsetzungswerkstatt und in die Depots, als auch den Transport von Zügen auf öffentlichen Strecken. Ihre Voraussetzungen: 1) Sie sind im Besitz eines gültigen Lokführerscheins Klasse 3, 2) verfügen idealerweise über ausreichend Streckenerfahrung im öffentlichen Netz, 3) sind bereit für berufsbegleitende Qualifizierung, sind flexibel, belastbar Bei Vorliegen der Voraussetzungen ist eine sofortige Einstellung möglich. Sie suchen ein interessantes Umfeld für Ihre persönliche Entwicklung und sind noch nicht im Besitz eines Lokführerscheins? Auch dann sollten Sie sich bewerben! Für
  motivierte berufsfremde BewerberInnen, die ein neues Berufsfeld anstreben, prüfen wir im Vorstellungsgespräch Möglichkeiten der Qualifizierung zum Lokführer. Bei Eignung ist auch eine sofortige Einstellung möglich.

  ITB Industrietransport- gesellschaft mbH Brandenburg

  Hartmut

  Henkel

  ITB Industrietransport- gesellschaft mbH Brandenburg, Friedrich-Franz-Str. 11, 14770 Brandenburg an der Havel, Deutschland, Brandenburg

  h.henkel@fwb.villmann-gruppe.de"
27f8ba861e9443798042db0b85917895;2019-04-01;Eisenbahner/in - Betriebsdienst - Lokführer und Transport;8311;dispo-Tf Holding GmbH;"  10000-1144502187-S

  Lokführer inkl. Ausbildung möglich

  Eisenbahner/in - Betriebsdienst - Lokführer und Transport

  VOLLZEIT

  14467

  Potsdam

  Brandenburg

  2019-03-30

  Eisenbahner/in - Betriebsdienst - Fahrweg

  UNBEFRISTET

  Wir das Unternehmen dispo-Tf Holding GmbH suchen für unsere Tochtergesellschaft dispo-Tf Rail GmbH und dispo-Tf Education GmbH Lokführer für den Güterverkehr. Sollten Sie noch keine Ausbildung zum Lokführer haben bieten wir auch die Weiterbildung zum Lokführer an. Kursstart ist 08.04.2019. Triebfahrzeugführer (abgekürzt Tf) sind Mitarbeiter eines Eisenbahnverkehrsunternehmens, die das Triebfahrzeug eines Zuges oder einer Rangierfahrt bedienen bzw. diese Fahrten als Lotse oder Beimann begleiten. Sie haben die verantwortungsvolle Aufgabe, Fahrgäste und Güter sicher zu transportieren: Im Nahverkehr fahren sie Regional- oder S-Bahnen. Im Fernverkehr bringen Sie die Reisenden deutschlandweit und international an ihr Ziel. Im Güterverkehr verantworten Sie den termingerechten Transport von Waren und Materialien. Triebfahrzeugführer sind verantwortlich für die qualitätsgerechte und sichere Durchführung der Transportaufträge, sowie deren Vor- und Nachbereitung. Dazu gehören das Lesen von Weisungen,
  Bekanntmachungen, dienstlichen Unterlagen und Aufträgen - wie das Verzeichnis der Langsamfahrstellen der während der Schicht befahrenen Strecken - genauso wie das Vorbereiten der Zug- und Rangierleistungen und das Einhalten der jeweils zulässigen Höchstgeschwindigkeit auf der Strecke. Auch das Erkennen, Beurteilen und Beseitigen von kleinen technischen Störungen sowie die Pflege und Wartung der Triebfahrzeuge gehören zu den Aufgaben eines Tfs. Welche Triebfahrzeuge ein Triebfahrzeugführer fahren darf, richtet sich nach seiner Ausbildung. Er muss die Fahrberechtigung für jede Triebfahrzeugart und jede Baureihe gesondert erwerben. Zusätzlich gibt es jedes Jahr den regelmäßigen Fortbildungsunterricht (RFU), an dem jeder Triebfahrzeugführer teilnehmen muss. Außerdem werden in regelmäßigen Abständen Transportkontrolleure zur Überwachung der Dienstausübung mitfahren (gesetzlich vorgeschrieben). So soll gewährleistet werden, dass auf den Schienen die bestmögliche Sicherheit garantiert werden
  kann.

  dispo-Tf Holding GmbH

  Dirk

  Vogel

  dispo-Tf Holding GmbH, Wolfenerstrasse 32-34, Haus E, 12681 Berlin, Deutschland, Berlin

  d.vogel@dispo-tf.de"
904d1d38d5b24de68792f0322d7f27eb;2019-04-04;Eisenbahner/in - Betriebsdienst - Lokführer und Transport;8311;Havelländische Eisenbahn AG;"  10000-1170600981-S

  Triebfahrzeugführer (m/w/d) im Güterverkehr

  Eisenbahner/in - Betriebsdienst - Lokführer und Transport

  VOLLZEIT

  SCHICHT_NACHTARBEIT_WOCHENENDE

  14641

  Wustermark

  Brandenburg

  2019-04-01

  Rangierbetrieb

  Lokomotivführung

  Beladen, Entladen

  Schienenverkehr

  Transportsicherung, -bewachung

  Schienenfahrzeugführer/in

  UNBEFRISTET

  Der Schlüssel zum Erfolg sind unsere Mitarbeiter. Mittlerweile über 200 erfahrene Mitarbeiter machen die Havelländische Eisenbahn AG, ein privates Eisenbahnverkehrsunternehmen, zu einem erfolgreichen, beständigen Unternehmen mit einer langjährigen Firmentradition. Mit einem modernen Maschinenpark können wir individuell auf Kundenwünsche flexibel, schnell und zuverlässig reagieren. Unser Ziel ist weiteres Wachstum zu generieren. Verfolgen Sie unser Ziel mit und verstärken Sie unser Team zum nächstmöglichen Zeitpunkt in Vollzeit als Triebfahrzeugführer (m/w/d) im Güterverkehr an unseren Standorten Berlin, Blankenburg/Harz, Celle, Hennigsdorf, Wustermark Ihre Aufgaben: - pünktliche Abwicklung von Zugfahrten im Nah- und Fernverkehr - Durchführung von örtlichen Nahbedienungen und Rangierdiensten - Vorbereitungs- und Abschlussdienste durchführen - Bremsproben und Wagenprüfungen Ihre Voraussetzung: - eine abgeschlossene Ausbildung zum/zur Triebfahrzeugführer/-in - Tauglichkeit -
  PKW-Führerschein - Flexibilität und Einsatzbereitschaft - selbstständiges und eigenverantwortliches Arbeiten - Bereitschaft zur Schichtarbeit (auch Wochenend- und Nachtarbeit) - Teamfähigkeit Wir bieten: - Einsatz vom Wohnort aus - selten direkt aufeinanderfolgende auswärtige Ruhen - Anerkennung von Vorbeschäftigungszeiten - Einsatz auf modernen Triebfahrzeugen - Sicherheit durch langfristige Arbeitsperspektiven und dazu ein sympathisches Team - tarifgebundenes, traditionsreiches Unternehmen - übertarifliche Bezahlung - 13. Monatsgehalt - 30 Tage Urlaub - regelmäßige Schulungen / Weiterbildungsmöglichkeiten Wenn Sie Interesse an dieser verantwortungsvollen Aufgabe haben und mit uns gemeinsam in Richtung Zukunft fahren wollen, dann senden Sie uns bitte eine E-Mail mit Ihren aussagekräftigen Bewerbungsunterlagen mit Lebenslauf sowie Angaben über Ihren frühestmöglichen Eintrittstermin, Gehaltsvorstellungen und Ihrem gewünschten Einsatzort an Bewerbung@hvle.de. Ansprechpartner:
  Ulrike Stöhr - Teamleiterin Personal

  Havelländische Eisenbahn AG

  Stöhr

  Havelländische Eisenbahn AG, Bahnhofstr. 2, 14641 Wustermark, Deutschland, Brandenburg

  Bewerbung@hvle.de"
fc09652251de497f8e526efef21d292e;2019-04-04;Eisenbahner/in - Betriebsdienst - Lokführer und Transport;8311;Fahrzeugwerk Brandenburg Manfred Villmann e.K.;"  10000-1170605667-S

  Rangierlokführer (m/w)

  Eisenbahner/in - Betriebsdienst - Lokführer und Transport

  VOLLZEIT

  14770

  Brandenburg an der Havel

  Brandenburg

  2019-04-01

  UNBEFRISTET

  Als traditionelles, familiengeführtes Unternehmen sind wir seit Jahrzehnten spezialisiert als Logistik- und Transportdienstleister auf der Schiene. Wir verfügen über ein umfangreiches betriebseigenes Streckennetz in und um Brandenburg, zugleich verstehen wir uns als Teil unserer Region. Für unsere Kunden und Partner erbringen wir u.a. Rangier- Transport- sowie Depotleistungen und Bedienen alle Gleisanschließer in Brandenburg. Ihre Aufgaben * Sichere und pünktliche Durchführung von Rangier- und Bedienfahrten * Gewissenhafte Durchführung von Wagen- und Zugprüfungen * Erfahrene Durchführung von Bremsproben * Rangierbegleitung Ihr Profil * Abgeschlossene Ausbildung als Triebfahrzeugführer * Berufserfahrung wünschenswert, gerne aber auch Berufseinsteiger * Nachweis über gesundheitliche Eignung * Befähigung zum Rangierbegleiter, Bremsprobeberechtigter und Wagenprüfer * Strukturierte, selbständige und flexible Arbeitsweise, dienstleistungsorientiert * Eisenbahner aus Leidenschaft und
  Teamplayer Es erwartet Sie eine spannende und verantwortungsvolle Aufgabe mit persönlichem Gestaltungsspielraum in einem attraktiven und teamorientierten Arbeitsumfeld. Wir bieten Ihnen einen langfristigen Arbeitsplatz in unserem familiengeführten, stetig wachsenden Unternehmen! Wir freuen uns auf Ihre Bewerbung! Diese senden Sie bitte an: Fahrzeugwerk Brandenburg Manfred Villmann e.K. Friedrich-Franz-Straße 11, 14770 Brandenburg an der Havel gern auch per Mail an : bewerbung@fwb.villmann-gruppe.de Weitere Informationen finden Sie unter www.villmann-gruppe.de

  Fahrzeugwerk Brandenburg Manfred Villmann e.K.

  Henkel

  Fahrzeugwerk Brandenburg Manfred Villmann e.K., Friedrich-Franz-Str. 11, 14770 Brandenburg an der Havel, Altstadt, Deutschland, Brandenburg

  h.henkel@fwb.villmann-gruppe.de"
07da6b1035c842369e184f1b725b7c0a;2019-04-13;Eisenbahner / in - Betriebsdienst - Lokführer und Transport in Kleinmachnow (m/w);8311;I. K. Hofmann;"  Full_Time

  Eisenbahner / in - Betriebsdienst - Lokführer und Transport in Kleinmachnow (m/w)

  Verschiedene Auszeichnungen und Zertifikate von namhaften Institutionen, dazu gehören zum Beispiel Great Place to Work, Audit Beruf und Familie, sowie der Deutsche Qualitätspreis, belegen unsere Arbeitsplatz- und Dienstleistungsqualität.

  Wir suchen Sie! - Ab sofort, in Vollzeit für ein namhaftes Unternehmen in 06237 Leuna.
  Ihr Job:
  * Durchführen von sicheren Zug- und Rangierfahrten im Schienengüterverkehr
  * Bedienen von Streckenlokomotiven
  * Wagenprüfertätigkeiten und Behandlung von Schadwagen
  * Durchführen von Gefahrgutkontrollen am Zug
  * Kommunikation mit Transportbeteiligten

  Das bringen Sie mit:
  * Triebfahrzeugführerschein Klasse A+B nach TfV
  * Befähigung zum Wagenprüfer Stufe II (nicht zwingend erforderlich)
  * Bremsprobeberechtigung für Güterzüge
  * Allgemeine Tauglichkeit gemäß TfV, gesundheitliche und psychologische Eignung
  * Hohes Maß an Eigenverantwortung, Flexibilität und Zuverlässigkeit sowie uneingeschränkte Reisebereitschaft innerhalb Deutschlands

  Ihr Vorteil: Wir sind eine internationale Unternehmensgruppe mit über 20.000 Mitarbeitern in Deutschland, Österreich, England, der Tschechischen Republik und den USA.

  * Anstellung in einem unbefristeten Arbeitsverhältnis
  * Schneller und unkomplizierter Einstieg
  * Qualifikationsübergreifende Einstiegsmöglichkeiten
  * Übertarifliche Bezahlung
  * Lohnsteigerung durch tarifliche Branchenzuschläge
  * Weitere Zusatzleistungen und optionale Zulagen
  * Urlaubs- und Weihnachtsgeld
  * Kostenlose, persönliche Schutzausrüstung
  * Langfristige und wohnortnahe Arbeitsplätze
  * Chance auf Übernahme durch unsere Kunden
  * Arbeitsplatzbezogene Weiterbildungsmöglichkeiten
  * Profitieren Sie von unserem überregionalen Hofmann-Netzwerk!
  * Individuelle Begleitung und Beratung im Bewerbungsprozess und im Kundeneinsatz
  * Arbeitsmedizinische und sicherheitstechnische Betreuung

  Bei uns finden Sie persönliche Entwicklungsmöglichkeiten durch Weiterbildung und verschiedene Einsätze bei renommierten Unternehmen aus Industrie, Handel und Dienstleistung. Bauen Sie bei und mit uns Ihr Knowhow weiter aus - wir begleiten Sie mit einer individuellen Beratung!
  Wir freuen uns auf Ihren Anruf: Zögern Sie nicht und bewerben Sie sich noch heute. Gerne beantworten wir Ihre Fragen telefonisch unter der 034771-7399-0 bzw. per E-Mail unter folgender Adresse: jobs-Querfurt@hofmann.info

  Wir freuen uns, bald von Ihnen zu hören!

  Stellendetails

  Unternehmen: I. K. Hofmann
  Einsatzort: Kleinmachnow
  KleinmachnowDE Arbeitszeit: Vollzeit
  Angebot vom: 13.04.2019
  __________________________________________________

  Kontakt

  I. K. Hofmann
  Querfurt Danny Kritschil Döcklitzer Tor 36 06268 Querfurt
  +49 34771/7399-0
  jobs-Querfurt@hofmann.info
  Jetzt bewerben per:
  Blitzbewerbung Xing-Profil
  LinkedIn-Profil Später bewerben
  * Ergebnisliste

  Ähnliche Jobs

  Folgen Sie Timeworkers
  Tools für ihre Jobsuche
  Jobs per RSS-Feed Jobs per Browser-Suche"
b2a1972fbb90452a9dd5d6f566d2acbd;2019-04-13;Eisenbahner/in - Betriebsdienst - Fahrweg;8311;Christiane Hennig Personalvermittlung;"  10000-1170875786-S

  Rangierer (Wechselbrückenfahrer) m/w/d gesucht

  Eisenbahner/in - Betriebsdienst - Fahrweg

  VOLLZEIT

  SCHICHT_NACHTARBEIT_WOCHENENDE

  14612

  Falkensee

  Brandenburg

  2019-04-12

  UNBEFRISTET

  Unternehmensvorstellung: CHP ist zugelassener Träger, zertifiziert durch die Fachkundige Stelle DEKRA anerkannte Zertifizierungsstelle der Bundesagentur für Arbeit. Zugelassener Träger nach dem Recht der Arbeitsförderung im Geltungsbereich Vermittlung. §2 der Rechtsverordnung zum SGB III (AZAV) Für unseren Kunden in Nauen suchen wir zwei Rangierer (m/w/d) Stellenbeschreibung: Ihre Aufgaben: Kurze Aufgabenbeschreibung: CE- Führerschein erforderlich Umsetzen von Container bedienen von Maschinen und Qualitätskontrollen Firma bietet: Festvertrag/ Vollzeit Beginn: April Gehalt: nach Vereinbarung mit Arbeitgeber je Qualifikation verhandelbar Bitte haben Sie Verständnis dafür, dass es uns aus organisatorischen Gründen leider nicht möglich ist, eingereichte Bewerbungsunterlagen zurück zu senden, es sei denn, Sie legen einen frankierten und adressierten Rückumschlag Ihrer Bewerbung bei! Bei Interesse bitte Chiffre Nr. A611 00598 angeben Anforderungen: Ihr Profil: CE Führerschein für das Umsetzen von
  Containern Erfahrung als Rangierer Schichtbereitschaft sollte vorhanden sein Bitte senden Sie uns Ihre Unterlagen zu. Bei Bewerbung geben Sie bitte Chiffre A611 00598/0136/19 (Rangierer (Wechselbrückenfahrer) m/w/d gesucht) an.

  Christiane Hennig Personalvermittlung

  Christiane

  Hennig

  Christiane Hennig Personalvermittlung, Bernhardstr. 8, 10715 Berlin, Deutschland, Berlin

  info@chpv.de"
f52a535dfc414b0499784df512a54510;2019-04-07;Quereinstieg zum Rangierbegleiter im Güterverkehr für die Region Brandenburg oder Mecklenburg-Vorpommern (w/m/d);8311;Deutsche Bahn;"  Quereinstieg zum Rangierbegleiter im Güterverkehr für die Region Brandenburg oder Mecklenburg-Vorpommern (w/m/d)

  3,8 Deutsche Bahn Seddiner See Heute
  Bewerbung erfolgt 07.04.19
  Auf Unternehmensseite bewerben
  Heute
  * Job

  Zum 01.11.2019 suchen wir Dich für den Quereinstieg zum Rangierbegleiter im Güterverkehr (w/m/d) für das Geschäftsfeld DB Cargo AG an der Meldestelle Rostock oder Seddin. Nach einer 3-monatigen innerbetrieblichen Qualifizierung am Ausbildungsort Magdeburg bereiten wir Dich auf Deinen Jobeinstieg als Rangierbegleiter im Schienengüterverkehr vor. Bereits ab Tag 1 erhältst Du einen unbefristeten Arbeitsvertrag sowie eine attraktive Ausbildungsvergütung. Darüber hinaus profitierst Du neben allen DB-Vorteilen auch von den attraktiven Arbeitszeit- und Wahlmodellen des Konzerns und kannst Dir zu Deiner 39h-Woche zusätzlichen Erholungsurlaub sichern.

  Deine Aufgaben:
  * Du bist verantwortlich für Rangierarbeiten in den Prozessen der Zugauflösung und Zugbildung (Langmachen, Kuppeln)
  * Du unterstützt den Lokrangierführer bei Rangierfahrten
  * Du übernimmst Aufgaben in der Zugabfertigung wie Außenkontrolle von Wagen, die Zollbehandlung sowie das Bearbeiten der Züge in den EDV-Systemen
  * Du bist für die Zugvorbereitung zuständig und verantwortest die Bezettelung von Wagen, die Ausgangskontrolle sowie die vereinfachte Bremsprobe Das erwartet dich bei der Qualifizierung:
  * Die Qualifizierung findet in Vollzeit (39h/Woche) statt und setzt sich aus theoretischen und praktischen Unterrichtsabschnitten zusammen
  * Die Ausbildungsklassen bestehen aus ca. 12 Teilnehmer/-innen
  * Im Rahmen der Qualifizierung als Rangierbegleiter erwirbst du gleichzeitig die Qualifizierung als Rangierarbeiter und Bremsprobenberechtigter

  Dein Profil:
  * Du hast einen erfolgreich abgeschlossenen Schulabschluss (bspw. Hauptschulabschluss, etc.)
  * Du hast die psychologische und arbeitsmedizinische Eingangsuntersuchung bestanden (wird im Rahmen des Einstellungsprozesses geprüft)
  * Du bist bereit, Schicht- und Wechseldienst, auch an Sonn- und Feiertagen, zu übernehmen
  * Du hast Interesse an anspruchsvollen Tätigkeiten im Freien und die Bereitschaft zur Weiterbildung
  * Deine Arbeitsweise zeichnet sich aus durch Zuverlässigkeit, Teamfähigkeit und Verantwortungsbewusstsein aus
  * Du hast gute Kenntnisse der deutschen Sprache in Wort und Schrift (mind. B2 Niveau)
  * Du verfügst bestenfalls über einen PKW-Führerschein Viele gute Gründe sprechen für einen Einstieg bei der DB. Informiere Dich unter folgendem Link über Deine Vorteile. [1] https://karriere.deutschebahn.com/resource/blob/3534712/e2c9f56006fe167aa3fa37599f49c17f/NEU_PDF_Sozialleistungen-data.pdf Bewerbungen bereits ausgebildeter Rangierbegleiter sind selbstverständlich ebenso willkommen. References Visible links 1. https://karriere.deutschebahn.com/resource/blob/3534712/e2c9f56006fe167aa3fa37599f49c17f/NEU_PDF_Sozialleistungen-data.pdf"
db8d1a6c979941ea9eef2d4397a21acb;2019-04-13;Eisenbahner/in - Betriebsdienst - Fahrweg;8311;Chp;"  Rangierer (Wechselbrückenfahrer) m/w/d gesucht ! - Falkensee

  Blitzbewerbung
  X
  Blitzbewerbung
  wird geladen
  Chiffrenummer: A611 00598/0136/19
  Berufsbezeichnung: Eisenbahner/in - Betriebsdienst - Fahrweg
  Ihr Einsatzort: DE 14612 Falkensee
  Anzahl der Stellen: 2 offene Stellen
  Anstellungsverhältnis: Festanstellung
  Arbeitszeit: Vollzeit, Schichten
  Eintrittsdatum: ab dem 15.04.2019
  Drucken
  Empfehlen
  Onlinebewerbung
  zum Partner

  Unternehmensvorstellung

  CHP ist zugelassener Träger, zertifiziert durch die Fachkundige Stelle DEKRA anerkannte Zertifizierungsstelle der Bundesagentur für Arbeit.
  Zugelassener Träger nach dem Recht der Arbeitsförderung
  im Geltungsbereich Vermittlung.
  §2 der Rechtsverordnung zum SGB III (AZAV)

  Für unseren Kunden in Nauen suchen wir zwei Rangierer (m/w/d)

  Ihre Aufgaben

  Ihre Aufgaben:
  Kurze Aufgabenbeschreibung:
  CE- Führerschein erforderlich
  Umsetzen von Container
  bedienen von Maschinen und
  Qualitätskontrollen

  Firma bietet:
  Festvertrag/ Vollzeit
  Beginn: April
  Gehalt: nach Vereinbarung mit Arbeitgeber je Qualifikation verhandelbar

  Bitte haben Sie Verständnis dafür, dass es uns aus organisatorischen Gründen leider nicht möglich ist, eingereichte Bewerbungsunterlagen zurück zu senden, es sei denn, Sie legen einen frankierten und adressierten Rückumschlag Ihrer Bewerbung bei!

  Bei Interesse bitte Chiffre Nr. A611 00598 angeben

  Ihr Profil

  Ihr Profil:

  CE Führerschein für das Umsetzen von Containern
  Erfahrung als Rangierer
  Schichtbereitschaft sollte vorhanden sein
  Führerschein:

  LKW über 7,5t mit Anhänger (CE)

  Bemerkungen

  Einsatzort: 14641 Börnicke

  Kontakt

  Christiane Hennig Personalvermittlung
  Inhaberinnen: Christiane Hennig
  Sachbearbeiter:
  Christiane Hennig
  Bernhardstr. 8
  10715 Berlin
  Telefon:
  (030) 36 74 11 40 2
  Mobil:
  (0151) 21 23 38 79
  Fax:
  +49 (30) 367411409
  E-Mail:
  info@chpv.de
  Bei Kontaktaufnahme über Telefon oder E-Mail verweisen Sie bitte auf die Chiffrenummer A611 00598/0136/19.

  Teilen

  Scannen Sie den QR-Code mit Ihrem Smartphone und rufen Sie das Stellenangebot mobil auf!
  Drucken
  Empfehlen
  Onlinebewerbung
  zum Partner
  Dieses Angebot wurde mit Hilfe von PAV-Soft erstellt.
  Eine gewerbliche Weiternutzung dieser Daten ist nur mit schriftlicher Zustimmung möglich."
19e314336ef742c48cad6f0d9cb18820;2019-04-14;Quereinstieg zum Rangierbegleiter im Güterverkehr für die Region Brandenburg oder Mecklenburg-Vorpommern (w/m/d);8311;Deutsche Bahn;"  Quereinstieg zum Rangierbegleiter im Güterverkehr für die Region Brandenburg oder Mecklenburg-Vorpommern (w/m/d)

  3,8 Deutsche Bahn Beelitz Heute
  Bewerbung erfolgt 13.04.19
  Auf Partnerseite bewerben
  Heute
  * Job

  Zum 01.11.2019 suchen wir Dich für den Quereinstieg zum Rangierbegleiter im Güterverkehr (w/m/d) für das Geschäftsfeld DB Cargo AG an der Meldestelle Rostock oder Seddin. Nach einer 3-monatigen innerbetrieblichen Qualifizierung am Ausbildungsort Magdeburg bereiten wir Dich auf Deinen Jobeinstieg als Rangierbegleiter im Schienengüterverkehr vor. Bereits ab Tag 1 erhältst Du einen unbefristeten Arbeitsvertrag sowie eine attraktive Ausbildungsvergütung. Darüber hinaus profitierst Du neben allen DB-Vorteilen auch von den attraktiven Arbeitszeit- und Wahlmodellen des Konzerns und kannst Dir zu Deiner 39h-Woche zusätzlichen Erholungsurlaub sichern. Deine Aufgaben: Du bist verantwortlich für Rangierarbeiten in den Prozessen der Zugauflösung und Zugbildung (Langmachen, Kuppeln) Du unterstützt den Lokrangierführer bei Rangierfahrten Du übernimmst Aufgaben in der Zugabfertigung wie Außenkontrolle von Wagen, die Zollbehandlung sowie das Bearbeiten der Züge in den EDV-Systemen Du bist für die
  Zugvorbereitung zuständig und verantwortest die Bezettelung von Wagen, die Ausgangskontrolle sowie die vereinfachte Bremsprobe Das erwartet dich bei der Qualifizierung: Die Qualifizierung findet in Vollzeit (39h/Woche) statt und setzt sich aus theoretischen und praktischen Unterrichtsabschnitten zusammen Die Ausbildungsklassen bestehen aus ca. 12 Teilnehmer/-innen Im Rahmen der Qualifizierung als Rangierbegleiter erwirbst du gleichzeitig die Qualifizierung als Rangierarbeiter und Bremsprobenberechtigter Dein Profil: Du hast einen erfolgreich abgeschlossenen Schulabschluss (bspw. Hauptschulabschluss, etc.) Du hast die psychologische und arbeitsmedizinische Eingangsuntersuchung bestanden (wird im Rahmen des Einstellungsprozesses geprüft) Du bist bereit, Schicht- und Wechseldienst, auch an Sonn- und Feiertagen, zu übernehmen Du hast Interesse an anspruchsvollen Tätigkeiten im Freien und die Bereitschaft zur Weiterbildung Deine Arbeitsweise zeichnet sich aus durch Zuverlässigkeit, Teamfähigkeit
  und Verantwortungsbewusstsein aus Du hast gute Kenntnisse der deutschen Sprache in Wort und Schrift (mind. B 2 Niveau) Du verfügst bestenfalls über einen PKW-Führerschein Viele gute Gründe sprechen für einen Einstieg bei der DB. Informiere Dich unter folgendem Link über Deine Vorteile. [1] Jetzt bewerben Bewerbungen bereits ausgebildeter Rangierbegleiter sind selbstverständlich ebenso willkommen. References Visible links 1. Jetzt bewerben"
7eb1f00193524db8b7f165fb58b1ab04;2019-04-06;Eisenbahner/in - Betriebsdienst - Lokführer und Transport;8311;OLB Oderland Bahn GmbH Arbeitnehmerüberlasser;"  10000-1166254817-S

  Lokführer (m/w/d) für den Güterverkehr

  Eisenbahner/in - Betriebsdienst - Lokführer und Transport

  VOLLZEIT

  SCHICHT_NACHTARBEIT_WOCHENENDE

  2018-10-15

  Transport

  Bahnbetriebsdienst

  Lokomotivführung

  Schienenverkehr

  UNBEFRISTET

  Wir suchen motivierte Lokführer (m/w/d) für den bundesweiten Güterverkehr mit Dienstbeginn Frankfurt (Oder) oder Guben mit folgenden Voraussetzungen: 1.) abgeschlossene Ausbildung, Lokomotiv-/ Triebfahrzeugführerschein Klasse 3, 2.) Berufserfahrung E-Lok wünschenswert, 3.) Zuverlässigkeit, Flexibilität

  OLB Oderland Bahn GmbH Arbeitnehmerüberlasser

  Hahnfeld

  OLB Oderland Bahn GmbHArbeitnehmerüberlasser, Beeskower Str. 10, 15234 Frankfurt (Oder), Deutschland, Brandenburg

  buchhaltung@oderlandbahn.com"
